,log return
2020-05-12,-0.011494007301600955
2020-05-13,-0.012147902594053019
2020-05-14,0.006124952252449665
2020-05-15,-0.005929674993431772
2020-05-18,0.02328797552925208
2020-05-19,-0.005795457537675942
2020-05-20,0.01926169001579353
2020-05-21,-0.0074835108255230905
2020-05-22,0.006417888710396011
2020-05-26,-0.006796615483241334
2020-05-27,0.00434751396555021
2020-05-28,0.0004402145127115488
2020-05-29,-0.00097480912841425
2020-06-01,0.012222869320177314
2020-06-02,0.004618742059304935
2020-06-03,0.005489953997250679
2020-06-04,-0.008649295160769324
2020-06-05,0.02808275500986778
2020-06-08,0.005895014402746884
2020-06-09,0.03108958491171939
2020-06-10,0.025402411060953253
2020-06-11,-0.04920112941076045
2020-06-12,0.008596394797091775
2020-06-15,0.012291406390700336
2020-06-16,0.026157023450549096
2020-06-17,-0.0013928328028840207
2020-06-18,0.0003983037043143807
2020-06-19,-0.005731108460994474
2020-06-22,0.025827501762392895
2020-06-23,0.02111983010922304
2020-06-24,-0.017809420900549218
2020-06-25,0.013187934616683602
2020-06-26,-0.031207550036629922
2020-06-29,0.02278517704939024
2020-06-30,0.008312923632186886
2020-07-01,-0.001893175833203749
2020-07-02,0.0
2020-07-06,0.026398573795354784
2020-07-07,-0.0031074105480523016
2020-07-08,0.023022710283562543
2020-07-09,0.004291145367894744
2020-07-10,0.0017477239930585818
2020-07-13,-0.0046237832699468125
2020-07-14,0.01641307431986756
2020-07-15,0.006853756193555002
2020-07-16,-0.012381191752713612
2020-07-17,-0.0020223976064483984
2020-07-20,0.020854898265516737
2020-07-21,-0.013897842675257628
2020-07-22,0.002805487644387906
2020-07-23,-0.046584798338171925
2020-07-24,-0.002480351230527689
2020-07-27,0.02342387302969171
2020-07-28,-0.016564300197852405
2020-07-29,0.01898721385000804
2020-07-30,0.012027448879160471
2020-07-31,0.09956331503588828
2020-08-03,0.024885543969152133
2020-08-04,0.006656061690452886
2020-08-05,0.003618032925270095
2020-08-06,0.034294289347822304
2020-08-07,-0.0229980468680777
2020-08-10,0.01443016877398526
2020-08-11,-0.030191168591291156
2020-08-12,0.03269392951618429
2020-08-13,0.01754297454758144
2020-08-14,-0.0008916592924013964
2020-08-17,-0.0026141370974429334
2020-08-18,0.008298253142746551
2020-08-19,0.0012537581166405915
2020-08-20,0.02194700660939844
2020-08-21,0.050248559487381175
2020-08-24,0.011889345395030499
2020-08-25,-0.008237667698634236
2020-08-26,0.013507598591961193
2020-08-27,-0.012026551651597394
2020-08-28,-0.0016211940862817641
2020-08-31,0.033349853099530716
2020-09-01,0.03905986286196046
2020-09-02,-0.020936028251225303
2020-09-03,-0.08344790846708926
2020-09-04,0.0006615112272625574
2020-09-08,-0.06966617733549538
2020-09-09,0.03911162685224141
2020-09-10,-0.03319044875183718
2020-09-11,-0.013216013315843607
2020-09-14,0.02955888466680678
2020-09-15,0.0015589377021247356
2020-09-16,-0.02995791828350864
2020-09-17,-0.016092208793090104
2020-09-18,-0.03223417054386794
2020-09-21,0.029875173539078637
2020-09-22,0.015593514575427434
2020-09-23,-0.04285122698983601
2020-09-24,0.010216354198405594
2020-09-25,0.03682947136316211
2020-09-28,0.023588737697057743
2020-09-29,-0.007596729483069479
2020-09-30,0.014963099429609737
2020-10-01,0.008426773780568898
2020-10-02,-0.03281281021783745
2020-10-05,0.03032646576933931
2020-10-06,-0.029088547602422757
2020-10-07,0.01682508458268603
2020-10-08,-0.0009563898534861322
2020-10-09,0.017246330450593064
2020-10-12,0.061584577100195506
2020-10-13,-0.02688561936271192
2020-10-14,0.0007431178910287022
2020-10-15,-0.003968606981878862
2020-10-16,-0.014099529434979833
2020-10-19,-0.025873532931586108
2020-10-20,0.013105343870845788
2020-10-21,-0.0054612138182560995
2020-10-22,-0.009629381682261282
2020-10-23,-0.006152866913641234
2020-10-26,8.709086297697399e-05
2020-10-27,0.013382323317463066
2020-10-28,-0.047419031012460325
2020-10-29,0.036380596600935323
2020-10-30,-0.057648093918071505
2020-11-02,-0.0008272495221116591
2020-11-03,0.01523687059062996
2020-11-04,0.040024906159169
2020-11-05,0.03487835106487514
2020-11-06,-0.001136779356476093
2020-11-09,-0.02017002598702276
2020-11-10,-0.003013776078433554
2020-11-11,0.029901274474272328
2020-11-12,-0.00234627544230185
2020-11-13,0.00041962602976069536
2020-11-16,0.008682640510484707
2020-11-17,-0.007593145840228318
2020-11-18,-0.01145665806964396
2020-11-19,0.005154897139152143
2020-11-20,-0.011017995684395371
2020-11-23,-0.03019398102595952
2020-11-24,0.011527748410402917
2020-11-25,0.007439287881097552
2020-11-27,0.004814936304416897
2020-11-30,0.02087994806741932
2020-12-01,0.0303616900602516
2020-12-02,0.002929257334709488
2020-12-03,-0.0011382319644140158
2020-12-04,-0.005628148742960954
2020-12-07,0.012195297984036695
2020-12-08,0.0050778657451991446
2020-12-09,-0.021125196185021816
2020-12-10,0.011917619786640696
2020-12-11,-0.006757693910956703
2020-12-14,-0.005159925875684036
2020-12-15,0.04887608149606646
2020-12-16,-0.0005473469335560266
2020-12-17,0.006939204189519476
2020-12-18,-0.0159777807129681
2020-12-21,0.012319274489447285
2020-12-22,0.02806684937026933
2020-12-23,-0.007000352091239139
2020-12-24,0.007682404790580025
2020-12-28,0.03514126363779903
2020-12-29,-0.013404410268759407
2020-12-30,-0.008563523326569612
2020-12-31,-0.007732290384900797
2021-01-04,-0.025029580510311927
2021-01-05,0.012287520596839685
2021-01-06,-0.03424089193984207
2021-01-07,0.03355395946096803
2021-01-08,0.008593976731503177
2021-01-11,-0.023523087026033822
2021-01-12,-0.0013965305809339307
2021-01-13,0.016096118963204415
2021-01-14,-0.015242570212655933
2021-01-15,-0.013825625576021192
2021-01-19,0.0054123893739843115
2021-01-20,0.032328041445556545
2021-01-21,0.03600218983230557
2021-01-22,0.01594590635543213
2021-01-25,0.02730766982035817
2021-01-26,0.0016779878266909138
2021-01-27,-0.007713360958492703
2021-01-28,-0.03561190395498926
2021-01-29,-0.038138864651801184
2021-02-01,0.016384992059353513
2021-02-02,0.006316782142775564
2021-02-03,-0.007808838686032952
2021-02-04,0.025431543437972957
2021-02-05,-0.003102528944373484
2021-02-08,0.0010958942846789738
2021-02-09,-0.006595065763534433
2021-02-10,-0.0045690601558534645
2021-02-11,-0.0019219624984743774
2021-02-12,0.0017743037172819707
2021-02-16,-0.016235176631318363
2021-02-17,-0.0178013396524162
2021-02-18,-0.008673964250184896
2021-02-19,0.0012327505673686884
2021-02-22,-0.03025210775049011
2021-02-23,-0.0011117975203298806
2021-02-24,-0.0040601407284796545
2021-02-25,-0.03540211170528822
2021-02-26,0.0022292221782717015
2021-03-01,0.05245135034765364
2021-03-02,-0.0211152828246674
2021-03-03,-0.024760523697117585
2021-03-04,-0.015938001258953286
2021-03-05,0.01068092655010564
2021-03-08,-0.04256660702144276
2021-03-09,0.03984519539995832
2021-03-10,-0.009209038103352803
2021-03-11,0.016368134817341173
2021-03-12,-0.007654795529236576
2021-03-15,0.02416246232363911
2021-03-16,0.01266249212458307
2021-03-17,-0.006471450396145449
2021-03-18,-0.03449302299253589
2021-03-19,-0.004490452802778307
2021-03-22,0.02794153238249136
2021-03-23,-0.006912690971411057
2021-03-24,-0.020195808904854087
2021-03-25,0.004154979938604472
2021-03-26,0.005128125328320336
2021-03-29,0.0014837670327615855
2021-03-30,-0.01235020171253484
2021-03-31,0.01859167071448283
2021-04-01,0.006934365340370486
2021-04-05,0.023303695644745593
2021-04-06,0.0024592018888601385
2021-04-07,0.01330149919677326
2021-04-08,0.01905112773866326
2021-04-09,0.020049526098491102
2021-04-12,-0.013321427739840602
2021-04-13,0.024015515139034944
2021-04-14,-0.018013947823633806
2021-04-15,0.018534852863334363
2021-04-16,-0.002531104395220667
2021-04-19,0.005055818472141526
2021-04-20,-0.01291327444334265
2021-04-21,0.0029260476894678593
2021-04-22,-0.011754489868537934
2021-04-23,0.01787766696496725
2021-04-26,0.0029736880874435103
2021-04-27,-0.0024522400873246346
2021-04-28,-0.006045734627325564
2021-04-29,-0.0007489919053320403
2021-04-30,-0.015248890360624458
2021-05-03,0.008181825521716146
2021-05-04,-0.036027024613440234
2021-05-05,0.0019536366840297455
2021-05-06,0.012721226062487687
2021-05-07,0.005313314346079217
2021-05-10,-0.026143359925970198
2021-05-11,-0.007437885059235757
2021-05-12,-0.025254716319771775
2021-05-13,0.017761094302411438
2021-05-14,0.01965033763298812
2021-05-17,-0.009301544575249197
2021-05-18,-0.011309569545664857
2021-05-19,-0.0012824311163026458
2021-05-20,0.020794732772825616
2021-05-21,-0.014877398497267264
2021-05-24,0.01322638966356147
2021-05-25,-0.0015748601516104245
2021-05-26,-0.00039414910668467563
2021-05-27,-0.01245397849693577
2021-05-28,-0.00536238074311042
2021-06-01,-0.0026517420633323935
2021-06-02,0.006256430609563609
2021-06-03,-0.0122285568109465
2021-06-04,0.01884352396524256
2021-06-07,7.93813374272525e-05
2021-06-08,0.006649770333937333
2021-06-09,0.0030724810381784163
2021-06-10,-0.008055395089780681
2021-06-11,0.009784369440258548
2021-06-14,0.024280960394119307
2021-06-15,-0.006458607480852262
2021-06-16,0.003926132537702495
2021-06-17,0.012522421228806124
2021-06-18,-0.010143201773852773
2021-06-21,0.014005111322035337
2021-06-22,0.01261852028653732
2021-06-23,-0.002091904294578775
2021-06-24,-0.0021711964842659717
2021-06-25,-0.0022517015510092444
2021-06-28,0.012468068891803926
2021-06-29,0.011434678361044405
2021-06-30,0.0046106865971944685
2021-07-01,0.0022605960550256808
2021-07-02,0.01940720079163994
2021-07-06,0.014611023105995933
2021-07-07,0.01779587179074214
2021-07-08,-0.009242114842570247
2021-07-09,0.012970295006080124
2021-07-12,-0.004212295634827147
2021-07-13,0.007858118522281103
2021-07-14,0.02381467879773655
2021-07-15,-0.004502249267467447
2021-07-16,-0.014175975278948993
2021-07-19,-0.027283082445045313
2021-07-20,0.025642135986458554
2021-07-21,-0.0051450191170553765
2021-07-22,0.009582630947040083
2021-07-23,0.01191814577504418
2021-07-26,0.0028900323215268987
2021-07-27,-0.015012323636854548
2021-07-28,-0.012271046357991627
2021-07-29,0.0045420722755570835
2021-07-30,0.0015094510936279205
2021-08-02,-0.002333866644876435
2021-08-03,0.012565150380486154
2021-08-04,-0.00278612860192216
2021-08-05,0.000748229055118691
2021-08-06,-0.004778578383567862
2021-08-09,-0.00034200388315390207
2021-08-10,-0.0033598803339420177
2021-08-11,0.0017842976828059385
2021-08-12,0.02056040734922516
2021-08-13,0.0014098039504872029
2021-08-16,0.013456510314162876
2021-08-17,-0.006173015551593387
2021-08-18,-0.025831730179291645
2021-08-19,0.002320426137335588
2021-08-20,0.010105481824211244
2021-08-23,0.01020488536512575
2021-08-24,-0.0006015267482796779
2021-08-25,-0.008456957986139439
2021-08-26,-0.005542267429033832
2021-08-27,0.0071587903454765935
2021-08-30,0.02996382583857858
2021-08-31,-0.008460511685681666
2021-09-01,0.004468747422807256
2021-09-02,0.007447218751485178
2021-09-03,0.00422153125983502
2021-09-07,0.015370665571335772
2021-09-08,-0.010135100403197966
2021-09-09,-0.006727454097897331
2021-09-10,-0.03366214493775333
2021-09-13,0.003885854589050905
2021-09-14,-0.009607979230882625
2021-09-15,0.006124792484142314
2021-09-16,-0.0016115401778581426
2021-09-17,-0.01851860244537867
2021-09-20,-0.02159239289702445
2021-09-21,0.0034220797733451446
2021-09-22,0.01673168009668292
2021-09-23,0.006696515884117873
2021-09-24,0.000612953170591683
2021-09-27,-0.010606133557950382
2021-09-28,-0.024089104424954374
2021-09-29,0.006461826778058699
2021-09-30,-0.009354969546511757
2021-10-01,0.008094096953117
2021-10-04,-0.02491330839221114
2021-10-05,0.014059005823232327
2021-10-06,0.006287545745231774
2021-10-07,0.00904300625131156
2021-10-08,-0.0027254604446363883
2021-10-11,-0.000629764761979361
2021-10-12,-0.009144823090851613
2021-10-13,-0.004248599399633104
2021-10-14,0.020023785867756806
2021-10-15,0.007484131390732656
2021-10-18,0.011737138522421638
2021-10-19,0.014967439403970535
2021-10-20,0.003355797349061798
2021-10-21,0.001472652232568861
2021-10-22,-0.005298642331516767
2021-10-25,-0.00033666276137216496
2021-10-26,0.004564538443403056
2021-10-27,-0.0031526797315208706
2021-10-28,0.024684429386481348
2021-10-29,-0.0183226747096132
2021-11-01,-0.005622919535051967
2021-11-02,0.007090579843265402
2021-11-03,0.00975131686524392
2021-11-04,-0.0035049132341439747
2021-11-05,0.0035759356722649366
2021-11-08,-0.005568013789904465
2021-11-09,0.002456443080019688
2021-11-10,-0.019349164320861728
2021-11-11,-0.0003383441654544947
2021-11-12,0.014235175815050781
2021-11-15,6.684618803788567e-05
2021-11-16,0.0066444952154199105
2021-11-17,0.016355546174982815
2021-11-18,0.02813629253117457
2021-11-19,0.01683361740086594
2021-11-22,0.0029231757417214686
2021-11-23,0.002419180627174698
2021-11-24,0.0032781257290061287
2021-11-26,-0.03219100747782181
2021-11-29,0.021637808766903143
2021-11-30,0.031089406402591044
2021-12-01,-0.0032116688061464525
2021-12-02,-0.006148360242925014
2021-12-03,-0.011793887348302116
2021-12-06,0.0212747513244177
2021-12-07,0.03483259442504122
2021-12-08,0.022527482386884533
2021-12-09,-0.002974372886330438
2021-12-10,0.02762809165588943
2021-12-13,-0.020890962303678092
2021-12-14,-0.00805552735150395
2021-12-15,0.02811028906906861
2021-12-16,-0.040055653386865
2021-12-17,-0.0065230304551430855
2021-12-20,-0.008155083415393042
2021-12-21,0.01890716575941316
2021-12-22,0.015202739377690119
2021-12-23,0.0036369415763294437
2021-12-27,0.022715016011480578
2021-12-28,-0.005784104769941225
2021-12-29,0.0005019714418184807
2021-12-30,-0.00660005479829081
2021-12-31,-0.0035414815514015685
2022-01-03,0.02469658143017273
2022-01-04,-0.012772748813498895
2022-01-05,-0.026959909758078916
2022-01-06,-0.01683442916397396
2022-01-07,0.0009880645622849834
2022-01-10,0.00011610415334438579
2022-01-11,0.01664439361660713
2022-01-12,0.0025671114114261587
2022-01-13,-0.019211505028033354
2022-01-14,0.00509762574460536
2022-01-18,-0.0190749253172138
2022-01-19,-0.02124888875610749
2022-01-20,-0.010400950408767684
2022-01-21,-0.01284736987997285
2022-01-24,-0.004876075283898261
2022-01-25,-0.011450109562774487
2022-01-26,-0.0005633696545483827
2022-01-27,-0.002947851199420935
2022-01-28,0.06745092537348225
2022-01-31,0.0257905741360873
2022-02-01,-0.0009732132391943821
2022-02-02,0.007019554841880548
2022-02-03,-0.01686113480229892
2022-02-04,-0.0016809782712855809
2022-02-07,-0.0042434726784527895
2022-02-08,0.018298355236258963
2022-02-09,0.008259551493316059
2022-02-10,-0.023881696237970686
2022-02-11,-0.020425751641201154
2022-02-14,0.001422260326564442
2022-02-15,0.022888434830196064
2022-02-16,-0.0013896933330918087
2022-02-17,-0.021498741497104342
2022-02-18,-0.009399737251552128
2022-02-22,-0.017973027141124195
2022-02-23,-0.026204100173396225
2022-02-24,0.01654243954431686
2022-02-25,0.012882081510321127
2022-02-28,0.0016363228542097036
2022-03-01,-0.011695810073636704
2022-03-02,0.020379020984320536
2022-03-03,-0.0019831694999718225
2022-03-04,-0.01857965994461727
2022-03-07,-0.024003462081498745
2022-03-08,-0.011744807344877425
2022-03-09,0.03439902067061071
2022-03-10,-0.027562690819108077
2022-03-11,-0.024199176838401996
2022-03-14,-0.02692146628228088
2022-03-15,0.029245496185194026
2022-03-16,0.02860231323198877
2022-03-17,0.006433253014759053
2022-03-18,0.02070319314022226
2022-03-21,0.008501329182207284
2022-03-22,0.020587261645508042
2022-03-23,0.008200047151335195
2022-03-24,0.022424629943594322
2022-03-25,0.003727152292787503
2022-03-28,0.0050239153469162105
2022-03-29,0.018953766217839566
2022-03-30,-0.006671974446699624
2022-03-31,-0.017935552968418533
2022-04-01,-0.0017195611613286875
2022-04-04,0.023417077660243108
2022-04-05,-0.01912383968980856
2022-04-06,-0.018623154895993147
2022-04-07,0.0018023514765650797
2022-04-08,-0.011980313465744137
2022-04-11,-0.02584704412936783
2022-04-12,0.01145755561093626
2022-04-13,0.016210352549933436
2022-04-14,-0.03044692395265237
2022-04-18,-0.0013317433581117222
2022-04-19,0.014016344295489057
2022-04-20,-0.0010159642208294824
2022-04-21,-0.004855299764771548
2022-04-22,-0.028215448869022997
2022-04-25,0.006714709936995182
2022-04-26,-0.038042727304058985
2022-04-27,-0.0014679563740160055
2022-04-28,0.044165605756024705
2022-04-29,-0.03729171680631488
2022-05-02,0.001964799749407761
2022-05-03,0.009576199390203117
2022-05-04,0.04019003396528443
2022-05-05,-0.057328575238707664
2022-05-06,0.004716081087021804
2022-05-09,-0.03375250639185747
2022-05-10,0.01598359209045024
2022-05-11,-0.05323338929685175
2022-05-12,-0.027262393849754478
2022-05-13,0.031417640166816724
2022-05-16,-0.01072946876519489
2022-05-17,0.025104640711371605
2022-05-18,-0.058073123477059244
2022-05-19,-0.024950165989060413
2022-05-20,0.0017457996176781206
2022-05-23,0.03933516798963594
2022-05-24,-0.019402670735214192
2022-05-25,0.001139068375958757
2022-05-26,0.022934317064376354
2022-05-27,0.039948351367497144
2022-05-31,-0.005360672621762261
2022-06-01,-0.0008736234950123958
2022-06-02,0.016671625083564397
2022-06-03,-0.03931857844412951
2022-06-06,0.005213722581922247
2022-06-07,0.017433230778642863
2022-06-08,-0.005056330220612262
2022-06-09,-0.03661775007923937
2022-06-10,-0.039394778275690594
2022-06-13,-0.03903686060228217
2022-06-14,0.006650352604991349
2022-06-15,0.01991218336069585
2022-06-16,-0.04045894987740714
2022-06-17,0.011466988849656023
2022-06-21,0.032235328197675765
2022-06-22,-0.00383431703994486
2022-06-23,0.021344271197080093
2022-06-24,0.02422134295850605
2022-06-27,0.0
2022-06-28,-0.030242342137644127
2022-06-29,0.012939914026899084
2022-06-30,-0.01819233855336349
2022-07-01,0.01603526667327496
2022-07-05,0.018753505326914964
2022-07-06,0.00956132501130005
2022-07-07,0.02371620699520136
2022-07-08,0.004703560356632247
2022-07-11,-0.014868304375119172
2022-07-12,0.006810743431313155
2022-07-13,-0.0025400050356525214
2022-07-14,0.02027573309993049
2022-07-15,0.011385031324163897
2022-07-18,-0.02085942208842774
2022-07-19,0.026371420957954177
2022-07-20,0.013419565515603143
2022-07-21,0.01498113658906516
2022-07-22,-0.008143795139040014
2022-07-25,-0.007425850537724436
2022-07-26,-0.00886555399685986
2022-07-27,0.033661703248559764
2022-07-28,0.0035653845356614818
2022-07-29,0.03226678410735081
2022-08-01,-0.006172334731456377
2022-08-02,-0.009330820134612929
2022-08-03,0.03753461753883699
2022-08-04,-0.0019282695544557958
2022-08-05,-0.001389946249571726
2022-08-08,-0.002907294445870876
2022-08-09,0.0003032476528137458
2022-08-10,0.025857535491560103
2022-08-11,-0.004441597648364635
2022-08-12,0.021199454241718426
2022-08-15,0.006313342061145434
2022-08-16,-0.0009241627485492308
2022-08-17,0.0087463203916879
2022-08-18,-0.0022943318875362963
2022-08-19,-0.015217173871462906
2022-08-22,-0.023298467162568854
2022-08-23,-0.0020314127219590262
2022-08-24,0.0017924734849791085
2022-08-25,0.014812446699651005
2022-08-26,-0.03842833753383303
2022-08-29,-0.01378479607281841
2022-08-30,-0.015423808200641164
2022-08-31,-0.01069188141880276
2022-09-01,0.004695623158700782
2022-09-02,-0.013704435216863015
2022-09-06,-0.008248825776141422
2022-09-07,0.009211250590951655
2022-09-08,-0.009664476577092225
2022-09-09,0.01866446402444842
2022-09-12,0.037785079980013764
2022-09-13,-0.06047172772175858
2022-09-14,0.009510079858219295
2022-09-15,-0.019111266566668336
2022-09-16,-0.011020733449447855
2022-09-19,0.0247734887288107
2022-09-20,0.015544074309788911
2022-09-21,-0.020475637178342908
2022-09-22,-0.006395946897156711
2022-09-23,-0.015239265918334681
2022-09-26,0.0022577154311933475
2022-09-27,0.006544738962697046
2022-09-28,-0.012732261699842184
2022-09-29,-0.05036632284798183
2022-09-30,-0.030499743263205994
2022-10-03,0.03028914830879298
2022-10-04,0.02530045808408539
2022-10-05,0.0020509166309662366
2022-10-06,-0.006647733422870915
2022-10-07,-0.03740965231118739
2022-10-10,0.0023526048875872085
2022-10-11,-0.010307611663032528
2022-10-12,-0.004615761876307282
2022-10-13,0.03306061128676165
2022-10-14,-0.03277148712331705
2022-10-17,0.0287069022734423
2022-10-18,0.009365342353231791
2022-10-19,0.0007649862180963346
2022-10-20,-0.003272460356876852
2022-10-21,0.026699348770910764
2022-10-24,0.014694490410325509
2022-10-25,0.019152866999088275
2022-10-26,-0.01982236875670834
2022-10-27,-0.030938801927698163
2022-10-28,0.07283411499273501
2022-10-31,-0.01553011363844141
2022-11-01,-0.017698506499996346
2022-11-02,-0.03801855141207504
2022-11-03,-0.043330568352380625
2022-11-04,-0.0019490864304264471
2022-11-07,0.0038947161120217537
2022-11-08,0.0041663782655495555
2022-11-09,-0.03375340679155332
2022-11-10,0.08523652577039505
2022-11-11,0.01908548655265
2022-11-14,-0.00953098283271316
2022-11-15,0.011799455560112802
2022-11-16,-0.00836590089217627
2022-11-17,0.01288808374191616
2022-11-18,0.003774719905053083
2022-11-21,-0.02191885120091158
2022-11-22,0.014554780769928674
2022-11-23,0.005908785913522818
2022-11-25,-0.01978807730363497
2022-11-28,-0.026615285539130517
2022-11-29,-0.02137485029471244
2022-11-30,0.04744986462340672
2022-12-01,0.001889673582962685
2022-12-02,-0.0033768213610840397
2022-12-05,-0.00801536863087051
2022-12-06,-0.02569722187374389
2022-12-07,-0.013880764222348655
2022-12-08,0.012059501203849484
2022-12-09,-0.0034408061550302307
2022-12-12,0.01625713483581138
2022-12-13,0.006759619893395273
2022-12-14,-0.015657824675283802
2022-12-15,-0.047987690479831924
2022-12-16,-0.014685809449452027
2022-12-19,-0.016037568816165304
2022-12-20,-0.0005289470954237645
2022-12-21,0.02353047560846776
2022-12-22,-0.024059819883315466
2022-12-23,-0.002801770341303941
2022-12-27,-0.013975615544041944
2022-12-28,-0.031166046822351058
2022-12-29,0.027930579414842543
2022-12-30,0.0024659590315713464
2023-01-03,-0.0381223247406196
2023-01-04,0.010261503395243475
2023-01-05,-0.010661349264639521
2023-01-06,0.03613324156994194
2023-01-09,0.004080673422960637
2023-01-10,0.004446501627680605
2023-01-11,0.02089249461956012
2023-01-12,-0.0005993439460346365
2023-01-13,0.010068183112870242
2023-01-17,0.008718199778117643
2023-01-18,-0.005384577946969597
2023-01-19,0.0004439882737600213
2023-01-20,0.019038169671779067
2023-01-23,0.023228479125319845
2023-01-24,0.010012739398129767
2023-01-25,-0.004711727879392969
2023-01-26,0.0146946697766813
2023-01-27,0.013591547086064078
2023-01-30,-0.02028233783111141
2023-01-31,0.00898062760984183
2023-02-01,0.007869614028080861
2023-02-02,0.03639242177720151
2023-02-03,0.024106913183877428
2023-02-06,-0.018091514548739494
2023-02-07,0.019061892523136226
2023-02-08,-0.017810381453433076
2023-02-09,-0.006935452144176023
2023-02-10,0.002452965133933756
2023-02-13,0.018632207260287255
2023-02-14,-0.004233835496711534
2023-02-15,0.013807400280524147
2023-02-16,-0.010483954390538803
2023-02-17,-0.007575485940369776
2023-02-21,-0.027041985020648807
2023-02-22,0.0028918215431597413
2023-02-23,0.0032850656642228002
2023-02-24,-0.018169387450905954
2023-02-27,0.008213826178368206
2023-02-28,-0.0034538647906166235
2023-03-01,-0.014348506421577699
2023-03-02,0.004120700149918599
2023-03-03,0.034488430967523034
2023-03-06,0.018369769801973315
2023-03-07,-0.014602694384204213
2023-03-08,0.00834239683869555
2023-03-09,-0.015026944251327874
2023-03-10,-0.01397602916256596
2023-03-13,0.013178744597580904
2023-03-14,0.013990931423276216
2023-03-15,0.002617968570862136
2023-03-16,0.0185214092982582
2023-03-17,-0.005468878400358765
2023-03-20,0.01536509026097447
2023-03-21,0.011873398903760974
2023-03-22,-0.009144941329443695
2023-03-23,0.0069452369631590296
2023-03-24,0.008271225243758442
2023-03-27,-0.012369258434750877
2023-03-28,-0.003988417919481918
2023-03-29,0.01959744245272907
2023-03-30,0.009841108365905597
2023-03-31,0.01552310822304877
2023-04-03,0.007672303111752432
2023-04-04,-0.003254969067290986
2023-04-05,-0.01135460918705772
2023-04-06,0.005480978205777543
2023-04-10,-0.016101300563490913
2023-04-11,-0.007620131181536618
2023-04-12,-0.004362727903127205
2023-04-13,0.03353497991534052
2023-04-14,-0.0021161770803395947
2023-04-17,0.0001210504708860356
2023-04-18,0.007476562001475735
2023-04-19,0.006944227814754153
2023-04-20,-0.005863445287761647
2023-04-21,-0.009829105892262375
2023-04-24,0.0018767003875040144
2023-04-25,-0.009480547893917335
2023-04-26,-6.106299330236052e-05
2023-04-27,0.027999672749757374
2023-04-28,0.007512903882678552
2023-05-01,-0.0005307323436842081
2023-05-02,-0.006210545222524404
2023-05-03,-0.00648820550633407
2023-05-04,-0.009963130810249998
2023-05-05,0.045859143648057626
